,title,product_description,rating,reviews_count,product_details,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews
65,Apple iPhone 7 - 32gb - Silver - AT&T,"[""Key Features."",""Low-Light Photography: Great low-light camera for better clicks."",""Chipset: A solid quad-core chipset drives everything faster."",""Design: An impressive overall design that looks and feels cool."",""Battery Life: Improved battery life with watching videos and regular use.""]",4.4,5651,"With its entire enclosure reengineered, iPhone 7 is the very first water resistant iPhone. So now you're protected like never before against spills, splashes, and even dust. The Home button on iPhone 7 is an advanced solid-state button designed to be durable, responsive, and pressure sensitive. Working in tandem with the new Taptic Engine, it gives you precise tactile feedback as you press. And it's even customizable. Welcome home. The iPhone 7 was released on September 16, 2016.",84.22,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1778""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""67.1 mm""}]",iPhone,305,148,382,1145,3671,453
66,Apple iPhone 15 Pro Max - 256 GB - Blue Titanium - Unlocked,"[""A17 Pro Chip: Harness the power of Apple's most advanced chip, delivering next-level speed and performance for all your apps and games."",""256GB Storage: Store all your content with ease, from high-resolution photos to 4K videos and apps, with ample space for your digital life."",""iOS 17: Get access to the latest iOS features, security updates, and exclusive Apple services for a seamless experience.""]",4.6,25875,"Apple launched the iPhone 15 Pro Max in September 2023. The iPhone 15 Pro Max is one of four models in the 17th-generation iPhone lineup. The complete 17th-generation lineup also includes the iPhone 15, iPhone 15 Plus, and iPhone 15 Pro. The iPhone 15 Pro Max features include an always-on 6.7” Super Retina XDR display with ProMotion, an Apple A17 Pro chip, and up to 1TB of storage. Some of the new features that were introduced with the iPhone 15 Pro Max include USB-C with support for USB 3, an improved rear camera system, and an Action button.",960.75,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2849""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,1908,335,682,1634,21316,2243
67,"Apple iPhone 8 Plus - 64 GB, Space Grey","[""More beautiful than ever 5.5¿ Retina HD display"",""The most durable glass ever on an iPhone"",""Sealed for water and dust resistance"",""Stunning photography with a f/1.8 and f/2.8 aperture 12 MP camera"",""Take your videos to the next level with 4K recording""]",4.5,16736,"The iPhone 8 Plus comes with a 5.5 Super Retina HD display employing the first OLED screen that rises to the standards of iPhone with durable glass front and back and surgical-grade stainless steel, wireless charging and water and dust resistance. The cameras are calibrated for augmented reality, the new Portrait Lighting feature comes standard, and videos can be recorded in Ultra HD. It also takes advantage of modern technology, utilising wireless charging. All this is made possible by the A11 Bionic, the state-of-the-art technology with a neural engine, faster CPU and adaptive recognition.",148.2,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1897""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""78.1 mm""}]",iPhone,1042,334,592,2140,12628,1376
68,Apple iPhone 14 Pro - 128 GB - Deep Purple - T-Mobile,"[""Dimensions (Overall): 5.81 Inches (H) x 2.81 Inches (W) x .31 Inches (D)"",""Weight: 7.27 Ounces"",""Product Model: Apple iPhone 14 Pro"",""Camera Features: Face Detection Technology, Geotagging, Auto Focus, Panorama Mode, Ultra Wide Angle Lens"",""Electronics Features: Always-On Display, Dual eSIM, Wireless Charging, Super Retina XDR Display, Quick Charge, Haptic Feedback"",""Megapixels: 48 MP"",""Operating System: Apple iOS"",""Screen Resolution: 2556 x 1179""]",4.6,12919,"New Apple iPhone 14 Pro. Always-On display. All-day battery life. An innovative 48MP camera with an advanced quad-pixel sensor for mind-blowing detail with up to 4xthe resolution. Cinematic mode now shoots in 4K HDR at 24 fps — the film industry standard.. All powered by the ultimate smartphone chip. Safety features including emergency SOS via satellite, crash detection call for help when you can't.",787.96,"[{""specification_name"":""Dimensions (Overall)"",""specification_value"":""5.81 Inches (H) x 2.81 Inches (W) x .31 Inches (D)""},{""specification_name"":""Connection Type"",""specification_value"":""Apple Lightning Connector""},{""specification_name"":""Megapixels"",""specification_value"":""48 MP""},{""specification_name"":""Data Storage Capacity"",""specification_value"":""128GB""},{""specification_name"":""Screen Resolution"",""specification_value"":""2556 x 1179""}]",iPhone,586,228,462,1242,10401,814
69,Apple iPhone 14 Unlocked (A2881) - 5G 128GB / Blue,"[""A beautiful and durable design with amazing battery life"",""Powerful camera upgrades enabled by Photonic Engine"",""Crash detection and emergency SOS via satellite"",""A15 Bionic brings incredible performance"",""Powerful connection capabilities"",""Designed to minimize their impact on the environment""]",4.6,25277,"iPhone 14 features the sizes - 6.1 inches in a sophisticated design with impressive camera upgrades and groundbreaking safety capabilities. iPhone 14 takes stunning photos and video with a powerful camera system featuring main and front TrueDepth cameras, the ultra wide camera for unique perspectives, and Photonic Engine - an enhanced image pipeline. This model includes the A15 Bionic chip with a 6-core GPU, which offers incredible performance and efficiency for demanding workloads, and is designed with privacy and security built in. iPhone 14 has critical safety capabilities such as crash detection and emergency SOS via satellite. And with amazing battery life, good durability features, and super-fast 5G, this iPhone lineup is more advanced than ever before.",663.35,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2881""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1311,367,768,2433,20398,1678
72,Apple iPhone 12 128GB Gsm/cdma Fully Unlocked - Black,"[""Mobile Frequencies: 5G (sub-6 GHz and mmWave) with 4x4 MIMO."",""Gigabit LTE with 4x4 MIMO and LAAMain Display Resolution: 2532-by-1170-pixelRear Camera: Camera."",""Dual 12MP camera system: Main and Ultra Wide cameras."",""Main: ƒ/1.6 aperture."",""Ultra Wide: ƒ/2.4 aperture and 120° field of view."",""Portrait mode with advanced bokeh and Depth Control."",""Portrait Lighting with six effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono)."",""Optical image stabilization (Main)."",""Seven-element lens (Main); fi...""]",3.5,3343,"Pre-Owned Mobile Device: The 3rd party inspection process ensures that all Pre-Owned mobile devices have been inspected, cleaned, and wiped free of software to ensure like new quality. All parts and accessories that would have been included with the new device are included. Accessories are original or suitable replacements. Push what's possible with this pre-owned Apple iPhone 12. Featuring the super speedy A14 Bionic chip and an exquisite edge-to-edge OLED display, you'll be able to do more and see more -- like streaming high-quality video or capturing crisp images on the dual 12MP camera system (complete with Night mode for incredible low-light shots).",455.79,"[{""specification_name"":""Technology"",""specification_value"":""5GLTE""},{""specification_name"":""Dual SIM"",""specification_value"":""Yes""},{""specification_name"":""SIM Card Type"",""specification_value"":""Dual SIM (nano-SIM and eSIM)""},{""specification_name"":""Water Resistant"",""specification_value"":""IP68""},{""specification_name"":""Touch Screen"",""specification_value"":""Yes""}]",iPhone,893,202,203,376,1669,1095
74,Apple iPhone 6s Plus - 64 GB - Space Gray - AT&T - GSM,"[""Powered by A9 chip for smooth functionality"",""Touch ID adds a layer of personalized security to your phone"",""Capture beautiful videos in 4K resolution with its 12 MP rear camera""]",4.5,18602,"Does it stand for speed? How about security? iPhone technology continues to stay ahead of the curve, and it's no different with the 6s Plus. Upgrading from the previous A8 chip processor, the iPhone 6s Plus boasts the more powerful A9 chip and M9 motion coprocessor. Not only will your day-to-day operations speed up, the processor also supports the newest high-quality games. Operate at the highest level. The iSight rear-facing camera now takes 12 megapixel photos and has tons of new features, including 4K Ultra HD resolution video, which is out of this world, especially for smartphone standards. Don't forget about the front-facing camera - the FaceTime HD camera now shoots 5 megapixel photos, making your selfies even better.",71.68,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1634""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Width"",""specification_value"":""77.9 mm""},{""specification_name"":""Depth"",""specification_value"":""7.3 mm""}]",iPhone,722,365,922,2803,13790,1087
76,"Apple iPhone 11 Pro, 256GB, Midnight Green - Unlocked (Renewed)","[""Pro camera system"",""Expanded field of view"",""Ultra HD video"",""Night mode"",""Super Retina XDR display"",""Faster Face ID""]",3.4,779,"Capture stunning moments with the Apple iPhone 11 Pro (256GB). Its triple-camera system boasts Ultra Wide, Wide, and Telephoto lenses, enabling you to shoot epic videos and photos. Night mode ensures vibrant low-light shots, while the Super Retina XDR display showcases HDR movies and shows with exceptional clarity. Powered by the A13 Bionic chip, this device delivers lightning-fast performance for gaming, AR, and photography. Enjoy all-day battery life and enhanced water resistance, making it the ultimate choice for those who demand the best.",268.73,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2160""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof, spill-resistant""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,215,61,57,76,370,276
77,Apple iPhone 12 Pro Max - 256 GB - Gold - AT&T,"[""Key Features."",""Design: A beautiful and sleek design with flatter edges."",""Display: Whether you’re watching a Netflix series or playing a power game, you’ll love every pixel on the screen."",""5G: The 5G internet brings faster internet connectivity a reality and makes the phone future-proof for many years to come."",""MagSafe: The MagSafe technology does a great job in magnetically attaching the accessories.""]",4.8,587,"Experience the ultimate in smartphone technology with the Apple iPhone 12 Pro Max. This stunning device features a generous 6.7-inch Super Retina XDR display, providing you with an immersive viewing experience like never before. With its powerful A14 Bionic chip, you can expect lightning-fast performance and seamless multitasking. Capture professional-quality photos and videos with the iPhone 12 Pro Max's advanced camera system. The 12MP triple-camera setup includes a wide, ultra-wide, and telephoto lens, allowing you to capture every detail with precision. Plus, with Night mode and Deep Fusion technology, your low-light photos will come out clear and vibrant. With 256GB of storage, you'll have plenty of space to store all your photos, videos, and apps. And thanks to its durable Ceramic Shield front cover, your iPhone 12 Pro Max is protected against drops and scratches. Stay connected all day with the long-lasting battery life and enjoy the convenience of wireless charging. Elevate your smartphone experience with the Apple iPhone 12 Pro Max.",809.94,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2342""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,8,3,12,60,504,11
78,iPhone XR 128GB White - Verizon - Apple,"[""Supports 4G LTE connectivity to provide lightning-fast data and voice services"",""Take crisp pictures with its 12 MP high quality rear camera"",""Engineered with Face ID feature that offers added security and easy unlocking""]",4.5,57723,"The iPhone XR features a precision-machined 7000 Series aerospace-grade aluminum frame that wraps around an all-glass enclosure with the same durable glass used in the iPhone XS. With the glass body, Qi-based wireless charging is supported, and the device features IP67 water resistance for keeping it safe from splashes and spills. iPhone XR features a larger display than iPhone 8 Plus, but in a smaller body that falls between the 5.8-inch iPhone XS and the 6.5-inch iPhone XS Max. Apple designed a new ""Liquid Retina"" display for the iPhone XR, which is a 6.1-inch LCD with a 1792 x 828 resolution that spans from edge-to-edge and top to bottom with minimal bezels. As with the iPhone XS, there is no Home button on the iPhone XR and it adopts the swipe-based navigation system introduced in the iPhone X. The iPhone XR was released on September 12, 2018.",139.1,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1984""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,3002,1106,2352,7307,43956,4108
79,Apple iPhone 14 - 256 GB - Purple - Unlocked,"[""Stunningly yours."",""Bring on the light."",""It just keeps going, and going."",""Safety first."",""Buy your iPhone 14 at Reebelo.""]",4.6,25277,"Longest battery life ever. A new Main camera and improved image processing let you capture even more sensational shots in all kinds of light ‚Äî especially low light. Whether you‚Äôre filming while hiking up a rocky trail or chasing your kids through the park, try Action mode for smooth handheld videos. Safety features including emergency SOS via satellite, crash detection call for help when you can't.",780.03,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2649""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1311,367,768,2433,20398,1678
80,Apple iPhone 11 Pro Max - 256 GB - Midnight Green - Verizon - CDMA/GSM,"[""Enhance your viewing experience with its 6.5\"" touchscreen display"",""Experience lag-free gaming with its A13 chip"",""The battery capacity of 3969 mAh for uninterrupted usage""]",4.6,19310,"iPhone 11 Pro. Just the right amount of everything. A new dual‚ camera system captures more of what you see and love. The fastest chip ever in a smartphone and all‚ day battery life let you do more and charge less. And the highest‚ quality video in a smartphone makes your memories look better than ever. All-new triple-camera system (Ultra Wide, Wide, Telephoto). Up to 20 hours of video playback. Water-resistant to a depth of 4 meters for up to 30 minutes 5.8- or 6.5-inch Super Retina XDR display. Pro cameras. Pro display. Pro performance.",421.06,"[{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2161""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof, spill-resistant""},{""specification_name"":""Integrated Components"",""specification_value"":""Front-facing camera, voice recorder, stereo speakers, navigation, digital player, triple rear-facing camera""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,823,350,563,1867,15707,1173
81,Apple iPhone 14 Plus - Blue - 128 GB - Unlocked,Not Available,4.6,11030,"Apple launched the iPhone 14 Plus in September 2022. The iPhone 14 Plus is one of four models that make up to 16th generation iPhone lineup, which includes the iPhone 14, iPhone 14 Pro, and the iPhone 14 Pro Max. The iPhone 14 Plus shares many of the same features as the iPhone 14, except it is larger in size and has a 6.7” Super Retina XDR display. Other key features include an Apple A15 Bionic chip, up to 512GB of storage, and 5G cellular connectivity. The iPhone 14 Plus launched with iOS 16 and some of the new features include longer battery life, a Photonic Engine for better images, Crash Detection, and Emergency SOS via satellite.",727.59,"[{""specification_name"":""Screen Size"",""specification_value"":""6.7 inches""},{""specification_name"":""Front-Facing Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Rear-Facing Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Ultrawide Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Year of Release"",""specification_value"":""2022""}]",iPhone,565,154,289,1152,8870,719
83,Pre-owned Apple iPhone XR 64gb Fully Unlocked (Verizon + Sprint + GSM Unlocked) - Red + LiquidNano Screen Protector (Refurbished: Fair),Not Available,4.5,57723,"Liquid Retina - Introducing the most advanced LCD in the industry. All-new Liquid Retina. Innovative engineering allows to stretch the display into the corners. The result is an all-screen design - our largest LCD ever in an iPhone - that still fits comfortably in your hand. A picture is worth a trillion operations. The iPhone Xr camera system harnesses the unprecedented power of the Neural Engine and its ability to perform five trillion operations per second. Together with the Apple-designed ISP, it works like the world's fastest photographer's assistant to help turn your pictures into showstoppers. A whole new level of intelligence. The A12 Bionic, with our next-generation Neural Engine, delivers incredible performance. It uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. Security made simple. Some of our most sophisticated technologies - the TrueDepth camera system, the Secure Enclave, and the Neural Engine - make it the most secure facial authentication ever in a smartphone. And even faster and easier to use. Resists water and dust. The most durable front glass in a smartphone, sealed and precision-fitted with the aerospace-grade aluminum band, helps create an enclosure that's water resistant up to 1 meter for 30 minutes. iPhone Xr even resists spills from Coffee, Tea, Soda, and more.",217.96,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Water-Resistant""},{""specification_name"":""Resolution"",""specification_value"":""828 x 1792 pixels""},{""specification_name"":""Native Resolution"",""specification_value"":""828 x 1792 pixels""}]",iPhone,3002,1106,2352,7307,43956,4108
84,Apple iPhone 12 mini - 256 GB - White - AT&T,"[""Like new product showing no signs of use. B) Very Good"",""Very good cosmetic condition with a few light scratches. C) Good – Light scratches and signs of wear and tear. D) Fair"",""Deep scratches and dents""]",4.5,16816,"Apple unveiled the iPhone 12 Mini during their virtual event on October 13th. The smallest iPhone in their 2020 lineup, the iPhone 12 Mini is equipped with all the same features as the larger iPhone 12, only it comes in a much more compact form factor that's roughly the size of the iPhone 7. The iPhone 12 Mini features a 5.4-inch OLED display, 5G, better drop protection, improved water resistance, MagSafe magnetic charging, and is powered by the same A14 Bionic chip as its more premium siblings. As for the camera, you’ll find a primary wide and secondary ultra-wide cameras on the back, along with the lastest features like Portrait mode, Night Mode, Smart HDR 3, and the ability to record Dolby Vision HDR video.",343.89,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420
85,Apple iPhone 14 Pro 128GB Gold,"[""Up to 3x better low-light photos on the Ultra Wide camera"",""Up to 2x better low-light photos on the Main camera"",""Up to 2x better low-light photos on the Telephoto""]",4.6,12919,"The Apple iPhone 14 Pro is one of the greatest phones ever made, with a full host of features, services and extras and everything you could hope for in a smartphone - plus a lot more. It features a low weight of only just over 200g, a huge 6.1in display, and it can come with memory of up to 1TB, so more than enough for all the data you might need to store on it. This phone is quite simply the full package, with all of the latest smartphone technology in a small package that you are going to love carrying around. You’ll be amazed at what this phone can do and what you can get out of it. Take a look below to see all of its features in their full glory and to find out exactly why you might want to get yourself an Apple iPhone 14 Pro.",1657.71,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2890""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,586,228,462,1242,10401,814
86,Apple iPhone 14 Pro Max - 128 GB - Deep Purple - Unlocked,"[""iPhone 14 Pro Max."",""Impressive displays."",""Super-fast. Super-efficient."",""An upgrade for safety."",""Crash Detection feature calls for help when it detects a serious car crash.""]",4.7,19277,"The iPhone 14 Pro Max is one of four models that make up the 16th generation iPhone lineup and launched in September 2022. The three other models in the lineup include the iPhone 14, iPhone 14 Plus, and the iPhone 14 Pro. Key features of the iPhone 14 Pro Max include a 6.7” Super Retina XDR display with ProMotion technology, an Apple A16 Bionic chip, up to 1TB of storage, and 5G cellular connectivity. The iPhone 14 Pro Max launched with iOS 16 and new features such as the Dynamic Island, longer battery life, a Photonic Engine for better images, Crash Detection, and Emergency SOS via satellite. The iPhone 14 lineup dropped support for physical SIM cards and instead supports dual eSIM.",762.08,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2651""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,813,224,529,1430,16281,1037
87,"Apple iPhone 11 Pro Max, 256GB, Midnight Green","[""Capture your special moments with its 12 MP TrueDepth camera"",""A13 Bionic chip provides smooth and efficient multitasking"",""Water-resistant construction helps reduce the risk of damage""]",4.6,19310,"Just the right amount of everything. A new dual-camera system captures more of what you see and love. The fastest chip ever in a smartphone and all-day battery life let you do more and charge less. And the highest-quality video in a smartphone makes your memories look better than ever. All-new triple-camera system (Ultra Wide, Wide, Telephoto). Up to 20 hours of video playback. Water-resistant to a depth of 4 meters for up to 30 minutes 5.8- or 6.5-inch Super Retina XDR display. Pro cameras. Pro display. Pro performance.",659.94,"[{""specification_name"":""Product Type"",""specification_value"":""iPhone 11 Pro Max""},{""specification_name"":""Screen Size"",""specification_value"":""6.5\""""},{""specification_name"":""Processor"",""specification_value"":""A13 Bionic Chip""},{""specification_name"":""Operating System"",""specification_value"":""iOS 13""},{""specification_name"":""Water-Resistant"",""specification_value"":""Yes""}]",iPhone,823,350,563,1867,15707,1173
88,Apple iPhone 12 mini - 128 GB - Blue - Verizon,"[""5G is superfast, so you can download movies on the fly, stream higher-quality video or FaceTime in HD over cellular with lots less lag"",""A14 Bionic pushes what's possible like crunching trillions of operations on the Neural Engine"",""Super Retina XDR display delivers brighter brights, darker blacks, and higher resolution for everything you look at"",""Both the Wide and Ultra Wide cameras have Night mode - and it's better than ever at capturing incredible low-light shots"",""Night mode and a slew of other great features like Deep Fusion, Smart HDR 3, Dolby Vision recording, and more are now on the front camera"",""Privacy is built in: Face ID data doesn't leave your iPhone and is never backed up to iCloud or anywhere else""]",4.5,16816,"iPhone 12 mini packs big features in a 5.4-inch design. 5G to download movies on the fly and stream high-quality video. A beautifully bright and compact Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with Night mode on all cameras. Cinema-grade Dolby Vision HDR video recording, editing, and playback. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. It’s big news for mini.",237.18,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420
90,Restored Apple iPhone 15 Pro - Fully Unlocked - 256 GB Black Titanium (Refurbished),Not Available,4.4,15461,"The first iPhone to feature an aerospace‐grade titanium design making these our lightest Pro models ever. Featuring the A17 Pro chip. A monster win for gaming. Mobile games will look and feel so immersive, with incredibly detailed environments and more realistic characters. With the iPhone 15 Pro camera, you have multiple focal lengths to work with. It’s like having seven pro lenses in your pocket, everywhere you go.",1106.7,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Resolution"",""specification_value"":""2556x1179""},{""specification_name"":""Processor Speed"",""specification_value"":""2.11 GHz""},{""specification_name"":""Native Resolution"",""specification_value"":""2556 x 1179""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Smart Phones""}]",iPhone,1326,322,607,1220,11986,1648
92,Apple iPhone 15 Plus 256GB 6.7 Yellow,"[""35 °CStorage temperature (T-T)-20"",""45 °COperating relative humidity (H-H)5"",""95%Operating altitude0"",""3000 mPackaging contentAC adapter includedNoCables includedUSB Type-C to USB Type-C""]",4.6,5918,"The Apple iPhone 15 Plus features color-infused back glass with a stunning, textured matte finish, and a contoured edge on the aluminum enclosure. Furthermore, there is Dynamic Island, and an advanced camera system designed to help users take fantastic photos of everyday moments in their lives. A powerful 48MP main camera enables super-high-resolution photos and a 2x telephoto option to give users a total of three optical zoom levels - like having a third camera. The iPhone 15 Plus also introduces the next generation of portraits, making it easier to capture portraits with great detail and low-light performance. With A16 Bionic for powerful, proven performance, USB‐C compatibility and excellent durability features, iPhone 15 Plus is truly a powerhouse.",1318.48,"[{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""},{""specification_name"":""Internal Memory"",""specification_value"":""256 GB""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Compatible"",""specification_value"":""Windows""}]",iPhone,316,69,141,409,4983,385
93,"Apple iPhone XS Max, 256GB, Gold - Fully Unlocked","[""Fully unlocked and compatible with any carrier of choice (e.g. AT&T, T-Mobile, Sprint, Verizon, US-Cellular, Cricket, Metro, etc.).""]",4.5,10881,"Fully unlocked and compatible with any carrier of choice (e.g. AT&T, T-Mobile, Sprint, Verizon, US-Cellular, Cricket, Metro, etc.). The device does not come with headphones or a SIM card. It does include a charger and charging cable that may be generic, in which case it will be UL or Mfi (Made for iPhone) Certified. Inspected and guaranteed to have minimal cosmetic damage, which is not noticeable when the device is held at arms length. Successfully passed a full diagnostic test which ensures like-new functionality and removal of any prior-user personal information. Tested for battery health and guaranteed to have a minimum battery capacity of 80%.",628.37,"[{""specification_name"":""Carrier"",""specification_value"":""GSM & CDMA Unlocked""},{""specification_name"":""Display Size"",""specification_value"":""6.5 inches""},{""specification_name"":""Phone Model"",""specification_value"":""iPhone""},{""specification_name"":""Cellular Connectivity"",""specification_value"":""4G LTE Fully Unlocked""},{""specification_name"":""Operating System"",""specification_value"":""iOS 14""}]",iPhone,596,253,521,1128,8383,849
94,Apple iPhone 15 128GB Blue,"[""1GB Extra Data"",""Become a Super Recruiter and earn rewards"",""Earn £5 when recommending a friend"",""Free EU Roaming"",""Free calls and texts to same network""]",4.6,17464,"Dynamic Island Comes To iphone 15 Dynamic Island bubbles up alerts and Live Activities so you don’t miss them while you’re doing something else. You can see who’s calling, track your next ride, check your flight status and so much more. Innovative Design iphone 15 features a durable colour-infused glass and aluminium design. It’s splash, water and dust resistant. The Ceramic Shield front is tougher than any smartphone glass. And the 15.54 cm (6.1 in) Super Retina XDR display is up to 2x brighter in the sun compared to iPhone 14. 48mp Main Camera With 2x Telephoto The 48MP Main camera shoots in super-high resolution. So it’s easier than ever to take standout photos with amazing detail. The 2x optical-quality Telephoto lets you frame the perfect close-up. Next-Generation Portraits Capture portraits with dramatically more detail and colour. Just tap to shift the focus between subjects even after you take the shot. Powerhouse A16 Bionic Chip The superfast chip powers advanced features like computational photography, fluid Dynamic Island transitions and Voice Isolation for phone calls. And A16 Bionic is incredibly efficient to help deliver great all-day battery life. USB-C Connectivity The USB-C connector lets you charge your Mac or iPad with the same cable you use to charge iphone 15. You can even use iphone 15 to charge Apple Watch or AirPods. Vital Safety Features With Crash Detection, iPhone can detect a severe car crash and call for help if you can’t.Designed To Make A Difference iPhone comes with privacy protections that help keep you in control of your data. It’s made from more recycled materials to minimise environmental impact. And it has built-in features that make iPhone more accessible to all.",1203.55,"[{""specification_name"":""Internal Memory"",""specification_value"":""128 GB""},{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""}]",iPhone,1011,207,512,1338,14396,1218
